#DEBUG: Format Typ    -> comma
#DEBUG: Time Period   -> 2024-01-01 00:00:00+00:00 2024-12-31 00:00:00+00:00
#DEBUG: Time Zone     -> UTC
#DEBUG: Data Contact   -> daryl herzmann akrherz@iastate.edu 515-294-5978
#DEBUG: Entries Found -> -1
station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
CLE,2024-01-01 12:51,37.00,34.00,88.78,360.00,9.00,0.01,30.05,1019.90,3.00,18.00,OVC,M,M,M,700.00,M,M,M,-RASN BR,M,M,M,M,M,M,29.73,KCLE 011251Z 36009G18KT 3SM -RASN BR OVC007 03/01 A3005 RMK AO2 SFC VIS 5 SLP199 P0001 T00280011,M
CLE,2024-01-01 13:51,35.00,33.00,92.32,360.00,12.00,0.03,30.09,1021.10,4.00,M,OVC,M,M,M,500.00,M,M,M,-RASN BR,M,M,M,M,M,M,25.82,KCLE 011351Z 36012KT 4SM -RASN BR OVC005 02/01 A3009 RMK AO2 SLP211 P0003 T00170006,M
CLE,2024-01-01 14:51,35.00,32.00,88.68,360.00,13.00,T,30.12,1022.10,7.00,M,OVC,M,M,M,900.00,M,M,M,-RASN,M,M,M,M,M,M,25.41,KCLE 011451Z 36013KT 7SM -RASN OVC009 02/00 A3012 RMK AO2 SLP221 P0000 60004 T00170000 53031,M
CLE,2024-01-01 15:51,35.00,31.00,85.17,360.00,11.00,T,30.15,1023.30,9.00,M,OVC,M,M,M,1300.00,M,M,M,-SN,M,M,M,M,M,M,26.26,KCLE 011551Z 36011KT 9SM -SN OVC013 02/M01 A3015 RMK AO2 RAE34 SLP233 P0000 T00171006,M
CLE,2024-01-01 16:51,35.00,30.00,81.78,340.00,9.00,T,30.15,1023.20,9.00,M,OVC,M,M,M,1600.00,M,M,M,-SN,M,M,M,M,M,M,27.24,KCLE 011651Z 34009KT 9SM -SN OVC016 02/M01 A3015 RMK AO2 SLP232 P0000 T00171011,M
CLE,2024-01-01 17:51,34.00,29.00,81.71,330.00,11.00,T,30.14,1023.10,6.00,M,OVC,M,M,M,1300.00,M,M,M,-SN,M,M,M,M,M,M,24.99,KCLE 011751Z 33011KT 6SM -SN OVC013 01/M02 A3014 RMK AO2 SLP231 P0000 60004 T00111017 10028 20011 50008,M
CLE,2024-01-01 18:51,35.00,29.00,78.51,340.00,9.00,T,30.15,1023.30,9.00,17.00,OVC,M,M,M,2000.00,M,M,M,-SN,M,M,M,M,M,M,27.24,KCLE 011851Z 34009G17KT 9SM -SN OVC020 02/M02 A3015 RMK AO2 SLP233 P0000 T00171017,M
CLE,2024-01-01 19:51,34.00,28.00,78.43,330.00,10.00,T,30.16,1023.70,8.00,M,BKN,OVC,M,M,2000.00,3300.00,M,M,-SN,M,M,M,M,M,M,25.48,KCLE 011951Z 33010KT 8SM -SN BKN020 OVC033 01/M02 A3016 RMK AO2 SLP237 P0000 T00111022,M
CLE,2024-01-01 20:51,34.00,28.00,78.43,310.00,7.00,T,30.18,1024.30,9.00,M,SCT,OVC,M,M,2100.00,2900.00,M,M,M,M,M,M,M,M,M,27.22,KCLE 012051Z 31007KT 9SM SCT021 OVC029 01/M02 A3018 RMK AO2 SNE48 SLP243 P0000 60000 T00111022 53012,M
CLE,2024-01-01 21:51,34.00,26.00,72.22,300.00,9.00,0.00,30.18,1024.60,10.00,M,FEW,OVC,M,M,2100.00,2800.00,M,M,M,M,M,M,M,M,M,26.00,KCLE 012151Z 30009KT 10SM FEW021 OVC028 01/M03 A3018 RMK AO2 SLP246 T00111033,M
CLE,2024-01-01 22:51,33.00,24.00,69.16,300.00,12.00,0.00,30.19,1024.90,10.00,M,OVC,M,M,M,2600.00,M,M,M,M,M,M,M,M,M,M,23.27,KCLE 012251Z 30012KT 10SM OVC026 01/M04 A3019 RMK AO2 SLP249 T00061044,M
CLE,2024-01-01 23:51,33.00,24.00,69.16,300.00,8.00,0.00,30.20,1025.20,10.00,M,OVC,M,M,M,2800.00,M,M,M,M,M,M,M,M,M,M,25.34,KCLE 012351Z 30008KT 10SM OVC028 01/M04 A3020 RMK AO2 SLP252 60000 T00061044 10017 20006 53009,M
CLE,2024-01-02 00:51,33.00,24.00,69.16,320.00,9.00,0.00,30.21,1025.50,10.00,M,OVC,M,M,M,2900.00,M,M,M,M,M,M,M,M,M,M,24.76,KCLE 020051Z 32009KT 10SM OVC029 01/M04 A3021 RMK AO2 SLP255 T00061044,M
CLE,2024-01-02 01:51,33.00,25.00,72.11,320.00,6.00,0.00,30.21,1025.50,10.00,M,OVC,M,M,M,2500.00,M,M,M,M,M,M,M,M,M,M,26.73,KCLE 020151Z 32006KT 10SM OVC025 01/M04 A3021 RMK AO2 SLP255 T00061039,M
CLE,2024-01-02 02:51,33.00,25.00,72.11,280.00,5.00,0.00,30.21,1025.40,10.00,M,OVC,M,M,M,2600.00,M,M,M,M,M,M,M,M,M,M,27.58,KCLE 020251Z 28005KT 10SM OVC026 01/M04 A3021 RMK AO2 SLP254 T00061039 50001,M
CLE,2024-01-02 03:51,32.00,25.00,75.07,270.00,4.00,0.00,30.20,1025.20,10.00,M,OVC,M,M,M,2600.00,M,M,M,M,M,M,M,M,M,M,27.42,KCLE 020351Z 27004KT 10SM OVC026 00/M04 A3020 RMK AO2 SLP252 T00001039,M
CLE,2024-01-02 04:51,33.00,26.00,75.17,220.00,4.00,0.00,30.19,1024.90,10.00,M,OVC,M,M,M,2400.00,M,M,M,M,M,M,M,M,M,M,28.59,KCLE 020451Z 22004KT 10SM OVC024 01/M03 A3019 RMK AO2 SLP249 T00061033 400280000,M
CLE,2024-01-02 05:51,33.00,25.00,72.11,250.00,7.00,0.00,30.19,1024.70,10.00,M,OVC,M,M,M,2400.00,M,M,M,M,M,M,M,M,M,M,26.00,KCLE 020551Z 25007KT 10SM OVC024 01/M04 A3019 RMK AO2 SLP247 T00061039 10006 20000 58007,M
CLE,2024-01-02 06:51,33.00,25.00,72.11,240.00,8.00,0.00,30.19,1024.60,10.00,M,OVC,M,M,M,2400.00,M,M,M,M,M,M,M,M,M,M,25.34,KCLE 020651Z 24008KT 10SM OVC024 01/M04 A3019 RMK AO2 SLP246 T00061039,M
CLE,2024-01-02 07:51,32.00,23.00,69.04,240.00,6.00,0.00,30.19,1024.90,10.00,M,OVC,M,M,M,2500.00,M,M,M,M,M,M,M,M,M,M,25.53,KCLE 020751Z 24006KT 10SM OVC025 00/M05 A3019 RMK AO2 SLP249 T00001050,M
CLE,2024-01-02 08:51,32.00,24.00,72.00,240.00,6.00,0.00,30.18,1024.60,10.00,M,OVC,M,M,M,2400.00,M,M,M,M,M,M,M,M,M,M,25.53,KCLE 020851Z 24006KT 10SM OVC024 00/M04 A3018 RMK AO2 SLP246 T00001044 58001,M
CLE,2024-01-02 09:51,33.00,25.00,72.11,250.00,10.00,0.00,30.18,1024.40,10.00,M,OVC,M,M,M,2200.00,M,M,M,M,M,M,M,M,M,M,24.22,KCLE 020951Z 25010KT 10SM OVC022 01/M04 A3018 RMK AO2 SLP244 T00061039,M
CLE,2024-01-02 10:51,32.00,23.00,69.04,250.00,11.00,0.00,30.19,1024.60,10.00,M,OVC,M,M,M,2100.00,M,M,M,M,M,M,M,M,M,M,22.47,KCLE 021051Z 25011KT 10SM OVC021 00/M05 A3019 RMK AO2 SLP246 T00001050,M
CLE,2024-01-02 11:51,32.00,24.00,72.00,250.00,9.00,0.00,30.19,1024.80,10.00,M,OVC,M,M,M,2200.00,M,M,M,M,M,M,M,M,M,M,23.51,KCLE 021151Z 25009KT 10SM OVC022 00/M04 A3019 RMK AO2 SLP248 70004 T00001044 10006 20000 53002,M
CLE,2024-01-02 12:51,32.00,24.00,72.00,240.00,7.00,0.00,30.19,1024.80,10.00,M,OVC,M,M,M,2100.00,M,M,M,M,M,M,M,M,M,M,24.78,KCLE 021251Z 24007KT 10SM OVC021 00/M04 A3019 RMK AO2 SLP248 T00001044,M
CLE,2024-01-02 13:51,33.00,24.00,69.16,240.00,11.00,0.00,30.19,1024.60,10.00,M,OVC,M,M,M,2300.00,M,M,M,M,M,M,M,M,M,M,23.73,KCLE 021351Z 24011KT 10SM OVC023 01/M04 A3019 RMK AO2 SLP246 T00061044,M
CLE,2024-01-02 14:51,33.00,25.00,72.11,240.00,12.00,0.00,30.18,1024.50,10.00,M,OVC,M,M,M,2100.00,M,M,M,M,M,M,M,M,M,M,23.27,KCLE 021451Z 24012KT 10SM OVC021 01/M04 A3018 RMK AO2 SLP245 T00061039 58003,M
CLE,2024-01-02 15:51,34.00,25.00,69.28,230.00,10.00,0.00,30.18,1024.30,10.00,M,OVC,M,M,M,2000.00,M,M,M,M,M,M,M,M,M,M,25.48,KCLE 021551Z 23010KT 10SM OVC020 01/M04 A3018 RMK AO2 SLP243 T00111039,M
CLE,2024-01-02 16:51,34.00,25.00,69.28,250.00,15.00,0.00,30.15,1023.30,10.00,23.00,OVC,M,M,M,2100.00,M,M,M,M,M,M,M,M,M,M,23.37,KCLE 021651Z 25015G23KT 10SM OVC021 01/M04 A3015 RMK AO2 SLP233 T00111039,M
CLE,2024-01-02 17:51,35.00,26.00,69.39,240.00,14.00,0.00,30.11,1022.10,10.00,M,OVC,M,M,M,2200.00,M,M,M,M,M,M,M,M,M,M,25.03,KCLE 021751Z 24014KT 10SM OVC022 02/M03 A3011 RMK AO2 SLP221 T00171033 10017 20000 58023,M
CLE,2024-01-02 18:51,34.00,25.00,69.28,230.00,13.00,0.00,30.10,1021.70,10.00,20.00,OVC,M,M,M,2200.00,M,M,M,M,M,M,M,M,M,M,24.13,KCLE 021851Z 23013G20KT 10SM OVC022 01/M04 A3010 RMK AO2 SLP217 T00111039,M
CLE,2024-01-02 19:51,34.00,26.00,72.22,240.00,11.00,0.00,30.09,1021.40,10.00,M,OVC,M,M,M,2100.00,M,M,M,M,M,M,M,26.00,240.00,2024-01-02 19:02,24.99,KCLE 021951Z 24011KT 10SM OVC021 01/M03 A3009 RMK AO2 PK WND 24026/1902 SLP214 T00111033,M
CLE,2024-01-02 20:51,33.00,25.00,72.11,240.00,18.00,0.00,30.10,1021.60,10.00,24.00,OVC,M,M,M,2100.00,M,M,M,M,M,M,M,26.00,230.00,2024-01-02 20:38,21.07,KCLE 022051Z 24018G24KT 10SM OVC021 01/M04 A3010 RMK AO2 PK WND 23026/2038 SLP216 T00061039 55005,M
CLE,2024-01-02 21:51,33.00,25.00,72.11,230.00,11.00,0.00,30.09,1021.50,10.00,M,OVC,M,M,M,2000.00,M,M,M,M,M,M,M,M,M,M,23.73,KCLE 022151Z 23011KT 10SM OVC020 01/M04 A3009 RMK AO2 SLP215 T00061039,M
CLE,2024-01-02 22:51,33.00,25.00,72.11,230.00,13.00,0.00,30.09,1021.40,10.00,17.00,OVC,M,M,M,2000.00,M,M,M,M,M,M,M,M,M,M,22.85,KCLE 022251Z 23013G17KT 10SM OVC020 01/M04 A3009 RMK AO2 SLP214 T00061039,M
CLE,2024-01-02 23:51,33.00,25.00,72.11,210.00,13.00,0.00,30.08,1021.10,10.00,18.00,OVC,M,M,M,2000.00,M,M,M,M,M,M,M,M,M,M,22.85,KCLE 022351Z 21013G18KT 10SM OVC020 01/M04 A3008 RMK AO2 SLP211 T00061039 10022 20006 58005,M
CLE,2024-01-03 00:51,32.00,25.00,75.07,220.00,8.00,0.00,30.08,1021.00,10.00,M,SCT,M,M,M,2000.00,M,M,M,M,M,M,M,M,M,M,24.11,KCLE 030051Z 22008KT 10SM SCT020 00/M04 A3008 RMK AO2 SLP210 T00001039,M
CLE,2024-01-03 01:51,31.00,24.00,74.97,220.00,8.00,0.00,30.08,1021.00,10.00,M,FEW,SCT,M,M,2000.00,20000.00,M,M,M,M,M,M,M,M,M,22.88,KCLE 030151Z 22008KT 10SM FEW020 SCT200 M01/M04 A3008 RMK AO2 SLP210 T10061044,M
CLE,2024-01-03 02:51,31.00,24.00,74.97,220.00,6.00,0.00,30.07,1020.90,10.00,M,BKN,M,M,M,20000.00,M,M,M,M,M,M,M,M,M,M,24.33,KCLE 030251Z 22006KT 10SM BKN200 M01/M04 A3007 RMK AO2 SLP209 T10061044 56002,M
CLE,2024-01-03 03:51,32.00,25.00,75.07,220.00,7.00,0.00,30.08,1021.00,10.00,M,BKN,BKN,M,M,3100.00,16000.00,M,M,M,M,M,M,M,M,M,24.78,KCLE 030351Z 22007KT 10SM BKN031 BKN160 00/M04 A3008 RMK AO2 SLP210 T00001039,M
CLE,2024-01-03 04:51,32.00,25.00,75.07,230.00,10.00,0.00,30.07,1020.80,10.00,M,FEW,OVC,M,M,1700.00,2700.00,M,M,M,M,M,M,M,M,M,22.97,KCLE 030451Z 23010KT 10SM FEW017 OVC027 00/M04 A3007 RMK AO2 SLP208 T00001039 400221006,M
CLE,2024-01-03 05:51,32.00,25.00,75.07,230.00,10.00,0.00,30.05,1020.10,10.00,M,OVC,M,M,M,2400.00,M,M,M,M,M,M,M,M,M,M,22.97,KCLE 030551Z 23010KT 10SM OVC024 00/M04 A3005 RMK AO2 SLP201 T00001039 10006 21006 58007,M
CLE,2024-01-03 06:51,32.00,25.00,75.07,230.00,10.00,0.00,30.03,1019.50,10.00,M,OVC,M,M,M,2300.00,M,M,M,M,M,M,M,M,M,M,22.97,KCLE 030651Z 23010KT 10SM OVC023 00/M04 A3003 RMK AO2 SLP195 T00001039,M
CLE,2024-01-03 07:51,33.00,26.00,75.17,230.00,10.00,0.00,30.03,1019.40,10.00,M,OVC,M,M,M,2300.00,M,M,M,M,M,M,M,M,M,M,24.22,KCLE 030751Z 23010KT 10SM OVC023 01/M03 A3003 RMK AO2 SLP194 T00061033,M
CLE,2024-01-03 08:51,33.00,26.00,75.17,230.00,9.00,0.00,30.03,1019.20,10.00,M,OVC,M,M,M,1700.00,M,M,M,M,M,M,M,M,M,M,24.76,KCLE 030851Z 23009KT 10SM OVC017 01/M03 A3003 RMK AO2 SLP192 T00061033 56008,M
CLE,2024-01-03 09:51,33.00,26.00,75.17,230.00,5.00,0.00,30.02,1019.00,10.00,M,OVC,M,M,M,1700.00,M,M,M,M,M,M,M,M,M,M,27.58,KCLE 030951Z 23005KT 10SM OVC017 01/M03 A3002 RMK AO2 SLP190 T00061033,M
CLE,2024-01-03 10:51,33.00,27.00,78.34,220.00,9.00,0.00,30.02,1019.00,10.00,M,OVC,M,M,M,1700.00,M,M,M,M,M,M,M,M,M,M,24.76,KCLE 031051Z 22009KT 10SM OVC017 01/M03 A3002 RMK AO2 SLP190 T00061028,M
CLE,2024-01-03 11:51,32.00,27.00,81.55,210.00,7.00,0.00,30.02,1019.10,9.00,M,BKN,OVC,M,M,1500.00,2000.00,M,M,M,M,M,M,M,M,M,24.78,KCLE 031151Z 21007KT 9SM BKN015 OVC020 00/M03 A3002 RMK AO2 SLP191 T00001028 10006 20000 55002,M
CLE,2024-01-03 12:51,32.00,28.00,84.98,210.00,7.00,T,30.02,1018.90,7.00,M,OVC,M,M,M,1300.00,M,M,M,-SN,M,M,M,M,M,M,24.78,KCLE 031251Z 21007KT 7SM -SN OVC013 00/M02 A3002 RMK AO2 SNB01 SLP189 P0000 T00001022,M
CLE,2024-01-03 13:51,32.00,28.00,84.98,210.00,7.00,T,30.01,1018.60,6.00,M,SCT,BKN,OVC,M,1000.00,1400.00,2200.00,M,BR,M,M,M,M,M,M,24.78,KCLE 031351Z 21007KT 6SM BR SCT010 BKN014 OVC022 00/M02 A3001 RMK AO2 SNE30 SLP186 P0000 T00001022,M
CLE,2024-01-03 14:51,33.00,28.00,81.63,220.00,6.00,0.00,30.01,1018.90,7.00,M,BKN,OVC,M,M,1400.00,1800.00,M,M,M,M,M,M,M,M,M,26.73,KCLE 031451Z 22006KT 7SM BKN014 OVC018 01/M02 A3001 RMK AO2 SLP189 60000 T00061022 55003,M
CLE,2024-01-03 15:51,33.00,28.00,81.63,220.00,7.00,0.00,30.02,1019.10,8.00,M,OVC,M,M,M,1600.00,M,M,M,M,M,M,M,M,M,M,26.00,KCLE 031551Z 22007KT 8SM OVC016 01/M02 A3002 RMK AO2 SLP191 T00061022,M
CLE,2024-01-03 16:51,34.00,28.00,78.43,220.00,7.00,0.00,29.99,1018.00,9.00,M,OVC,M,M,M,1600.00,M,M,M,M,M,M,M,M,M,M,27.22,KCLE 031651Z 22007KT 9SM OVC016 01/M02 A2999 RMK AO2 SLP180 T00111022,M
CLE,2024-01-03 17:51,35.00,28.00,75.36,230.00,7.00,0.00,29.96,1017.00,10.00,M,OVC,M,M,M,1700.00,M,M,M,M,M,M,M,M,M,M,28.44,KCLE 031751Z 23007KT 10SM OVC017 02/M02 A2996 RMK AO2 SLP170 60000 T00171022 10017 20000 58017,M
CLE,2024-01-03 18:51,35.00,29.00,78.51,240.00,8.00,0.00,29.94,1016.20,9.00,M,OVC,M,M,M,1400.00,M,M,M,M,M,M,M,M,M,M,27.81,KCLE 031851Z 24008KT 9SM OVC014 02/M02 A2994 RMK AO2 SLP162 T00171017,M
CLE,2024-01-03 19:51,34.00,28.00,78.43,250.00,9.00,0.00,29.94,1016.10,8.00,M,OVC,M,M,M,1600.00,M,M,M,M,M,M,M,M,M,M,26.00,KCLE 031951Z 25009KT 8SM OVC016 01/M02 A2994 RMK AO2 SLP161 T00111022,M
CLE,2024-01-03 20:51,34.00,30.00,85.11,240.00,6.00,T,29.95,1016.60,7.00,M,SCT,OVC,M,M,1500.00,2400.00,M,M,M,M,M,M,M,M,M,27.94,KCLE 032051Z 24006KT 7SM SCT015 OVC024 01/M01 A2995 RMK AO2 DZB18E51 SLP166 P0000 60000 T00111011 55003,M
CLE,2024-01-03 21:51,34.00,30.00,85.11,230.00,6.00,0.00,29.97,1017.10,5.00,M,BKN,OVC,M,M,1100.00,1400.00,M,M,BR,M,M,M,M,M,M,27.94,KCLE 032151Z 23006KT 5SM BR BKN011 OVC014 01/M01 A2997 RMK AO2 SLP171 T00111011,M
CLE,2024-01-03 22:51,33.00,31.00,92.25,230.00,5.00,0.00,29.96,1017.00,6.00,M,BKN,OVC,M,M,900.00,1300.00,M,M,BR,M,M,M,M,M,M,27.58,KCLE 032251Z 23005KT 6SM BR BKN009 OVC013 01/M01 A2996 RMK AO2 SLP170 T00061006,M
CLE,2024-01-03 23:51,33.00,30.00,88.58,250.00,7.00,0.00,29.97,1017.20,9.00,M,BKN,OVC,M,M,1200.00,3900.00,M,M,M,M,M,M,M,M,M,26.00,KCLE 032351Z 25007KT 9SM BKN012 OVC039 01/M01 A2997 RMK AO2 SLP172 60000 T00061011 10017 20006 53001,M
CLE,2024-01-04 00:51,33.00,30.00,88.58,260.00,8.00,0.00,29.97,1017.30,10.00,M,SCT,OVC,M,M,1200.00,3400.00,M,M,M,M,M,M,M,M,M,25.34,KCLE 040051Z 26008KT 10SM SCT012 OVC034 01/M01 A2997 RMK AO2 SLP173 T00061011,M
CLE,2024-01-04 01:51,33.00,30.00,88.58,240.00,6.00,0.00,29.97,1017.20,9.00,M,OVC,M,M,M,3500.00,M,M,M,M,M,M,M,M,M,M,26.73,KCLE 040151Z 24006KT 9SM OVC035 01/M01 A2997 RMK AO2 SLP172 T00061011,M
CLE,2024-01-04 02:51,33.00,30.00,88.58,250.00,7.00,T,29.98,1017.60,7.00,M,SCT,OVC,M,M,2300.00,2900.00,M,M,-DZ,M,M,M,M,M,M,26.00,KCLE 040251Z 25007KT 7SM -DZ SCT023 OVC029 01/M01 A2998 RMK AO2 DZB36 SLP176 P0000 60000 T00061011 53004,M
CLE,2024-01-04 03:51,33.00,30.00,88.58,300.00,8.00,0.02,29.99,1018.00,1.50,M,BKN,OVC,M,M,900.00,1200.00,M,M,-DZ BR,T,M,M,M,M,M,25.34,KCLE 040351Z 30008KT 1 1/2SM -DZ BR BKN009 OVC012 01/M01 A2999 RMK AO2 SLP180 P0002 I1000 T00061011,M
CLE,2024-01-04 04:51,32.00,30.00,92.22,240.00,6.00,0.02,29.99,1018.00,1.75,M,FEW,BKN,OVC,M,1100.00,2500.00,3700.00,M,-SN BR,M,M,M,M,M,M,25.53,KCLE 040451Z 24006KT 1 3/4SM -SN BR FEW011 BKN025 OVC037 00/M01 A2999 RMK AO2 DZE0356SNB0356 SLP180 P0002 T00001011 400170000,M
CLE,2024-01-04 05:51,33.00,30.00,88.58,300.00,6.00,0.01,30.00,1018.10,4.00,M,FEW,BKN,OVC,M,1000.00,2700.00,5500.00,M,-SN BR,M,M,T,M,M,M,26.73,KCLE 040551Z 30006KT 4SM -SN BR FEW010 BKN027 OVC055 01/M01 A3000 RMK AO2 SLP181 P0001 60005 I6000 T00061011 10011 20000 51005 $,M
CLE,2024-01-04 06:51,34.00,30.00,85.11,320.00,8.00,T,30.00,1018.30,9.00,M,FEW,BKN,OVC,M,2100.00,3800.00,5000.00,M,-SN,M,M,M,M,M,M,26.58,KCLE 040651Z 32008KT 9SM -SN FEW021 BKN038 OVC050 01/M01 A3000 RMK AO2 SLP183 P0000 T00111011 $,M
CLE,2024-01-04 07:51,33.00,26.00,75.17,340.00,16.00,T,30.04,1019.60,4.00,22.00,OVC,M,M,M,2000.00,M,M,M,-SN,M,M,M,27.00,350.00,2024-01-04 07:04,21.72,KCLE 040751Z 34016G22KT 4SM -SN OVC020 01/M03 A3004 RMK AO2 PK WND 35027/0704 SLP196 P0000 T00061033 $,M
CLE,2024-01-04 08:51,31.00,28.00,88.48,340.00,9.00,0.02,30.06,1020.40,1.25,18.00,SCT,BKN,OVC,M,900.00,1500.00,2600.00,M,-SN BR,M,M,M,M,M,M,22.27,KCLE 040851Z 34009G18KT 1 1/4SM -SN BR SCT009 BKN015 OVC026 M01/M02 A3006 RMK AO2 SLP204 P0002 60002 T10061022 53022 $,M
CLE,2024-01-04 09:51,32.00,24.00,72.00,340.00,11.00,0.01,30.08,1020.90,9.00,M,SCT,OVC,M,M,2300.00,2800.00,M,M,-SN,M,M,M,M,M,M,22.47,KCLE 040951Z 34011KT 9SM -SN SCT023 OVC028 00/M04 A3008 RMK AO2 SLP209 P0001 T00001044 $,M
CLE,2024-01-04 10:51,30.00,22.00,71.78,330.00,15.00,T,30.11,1022.30,9.00,24.00,OVC,M,M,M,2300.00,M,M,M,-SN,M,M,M,M,M,M,18.19,KCLE 041051Z 33015G24KT 9SM -SN OVC023 M01/M06 A3011 RMK AO2 SLP223 P0000 T10111056 $,M
CLE,2024-01-04 11:51,30.00,21.00,68.81,330.00,11.00,T,30.15,1023.50,10.00,M,OVC,M,M,M,2800.00,M,M,M,M,M,M,M,M,M,M,19.94,KCLE 041151Z 33011KT 10SM OVC028 M01/M06 A3015 RMK AO2 SNE23 SLP235 4/001 P0000 60003 70008 T10111061 10011 21011 53029 $,1
CLE,2024-01-04 12:51,30.00,21.00,68.81,350.00,11.00,T,30.17,1024.30,9.00,M,OVC,M,M,M,2700.00,M,M,M,-SN,M,M,M,M,M,M,19.94,KCLE 041251Z 35011KT 9SM -SN OVC027 M01/M06 A3017 RMK AO2 SNB13 SLP243 P0000 T10111061 $,M
