#DEBUG: Format Typ    -> comma
#DEBUG: Time Period   -> 2024-01-01 00:00:00+00:00 2024-12-31 00:00:00+00:00
#DEBUG: Time Zone     -> UTC
#DEBUG: Data Contact   -> daryl herzmann akrherz@iastate.edu 515-294-5978
#DEBUG: Entries Found -> -1
station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
CGF,2024-01-01 10:55,36.30,35.40,96.50,330.00,5.00,0.00,30.02,M,10.00,M,OVC,M,M,M,500.00,M,M,M,M,M,M,M,M,M,M,31.50,KCGF 011055Z AUTO 33005KT 10SM OVC005 02/02 A3002 RMK AO2 T00240019,M
CGF,2024-01-01 11:45,35.60,35.60,100.00,360.00,5.00,0.00,30.04,M,7.00,M,OVC,M,M,M,500.00,M,M,M,-RA,M,M,M,M,M,M,30.67,KCGF 011145Z 36005KT 7SM -RA OVC005 02/02 A3004,M
CGF,2024-01-01 12:45,35.60,35.60,100.00,10.00,6.00,0.00,30.06,M,10.00,M,OVC,M,M,M,500.00,M,M,M,-DZ,M,M,M,M,M,M,29.87,KCGF 011245Z 01006KT 10SM -DZ OVC005 02/02 A3006,M
CGF,2024-01-01 13:45,33.80,33.80,100.00,360.00,10.00,0.00,30.10,M,2.00,M,OVC,M,M,M,500.00,M,M,M,-RA BR,M,M,M,M,M,M,25.23,KCGF 011345Z 36010KT 2SM -RA BR OVC005 01/01 A3010,M
CGF,2024-01-01 14:45,33.80,33.80,100.00,20.00,12.00,0.00,30.13,M,10.00,17.00,OVC,M,M,M,700.00,M,M,M,-RA,M,M,M,M,M,M,24.29,KCGF 011445Z 02012G17KT 10SM -RA OVC007 01/01 A3013,M
CGF,2024-01-01 15:45,33.80,32.00,93.03,360.00,7.00,0.00,30.16,M,7.00,M,OVC,M,M,M,900.00,M,M,M,-RA BR,M,M,M,M,M,M,26.97,KCGF 011545Z 36007KT 7SM -RA BR OVC009 01/00 A3016,M
CGF,2024-01-01 16:45,33.80,32.00,93.03,360.00,7.00,0.00,30.16,M,10.00,M,OVC,M,M,M,900.00,M,M,M,-RA,M,M,M,M,M,M,26.97,KCGF 011645Z 36007KT 10SM -RA OVC009 01/00 A3016,M
CGF,2024-01-01 17:45,33.80,30.20,86.49,10.00,7.00,0.00,30.16,M,10.00,M,OVC,M,M,M,1700.00,M,M,M,M,M,M,M,M,M,M,26.97,KCGF 011745Z 01007KT 10SM OVC017 01/M01 A3016,M
CGF,2024-01-01 18:45,33.80,28.40,80.36,340.00,6.00,0.00,30.16,M,10.00,M,OVC,M,M,M,1900.00,M,M,M,M,M,M,M,M,M,M,27.70,KCGF 011845Z 34006KT 10SM OVC019 01/M02 A3016,M
CGF,2024-01-01 19:45,33.80,26.60,74.63,340.00,6.00,0.00,30.17,M,10.00,M,OVC,M,M,M,2000.00,M,M,M,M,M,M,M,M,M,M,27.70,KCGF 011945Z 34006KT 10SM OVC020 01/M03 A3017,M
CGF,2024-01-01 20:45,33.80,28.40,80.36,330.00,6.00,0.00,30.18,M,10.00,M,BKN,OVC,M,M,1600.00,2800.00,M,M,M,M,M,M,M,M,M,27.70,KCGF 012045Z 33006KT 10SM BKN016 OVC028 01/M02 A3018,M
CGF,2024-01-01 21:45,32.00,26.60,80.22,320.00,6.00,0.00,30.19,M,10.00,M,OVC,M,M,M,2100.00,M,M,M,M,M,M,M,M,M,M,25.53,KCGF 012145Z 32006KT 10SM OVC021 00/M03 A3019,M
CGF,2024-01-01 22:45,32.00,28.40,86.39,320.00,6.00,0.00,30.20,M,7.00,M,BKN,OVC,M,M,1800.00,2400.00,M,M,-SN,M,M,M,M,M,M,25.53,KCGF 012245Z 32006KT 7SM -SN BKN018 OVC024 00/M02 A3020,M
CGF,2024-01-01 23:45,32.00,26.60,80.22,300.00,5.00,0.00,30.21,M,10.00,M,OVC,M,M,M,2500.00,M,M,M,M,M,M,M,M,M,M,26.40,KCGF 012345Z 30005KT 10SM OVC025 00/M03 A3021,M
CGF,2024-01-02 00:45,32.00,26.60,80.22,310.00,8.00,0.00,30.22,M,10.00,M,OVC,M,M,M,2300.00,M,M,M,M,M,M,M,M,M,M,24.11,KCGF 020045Z 31008KT 10SM OVC023 00/M03 A3022,M
CGF,2024-01-02 01:45,32.00,26.60,80.22,300.00,5.00,0.00,30.22,M,10.00,M,OVC,M,M,M,2100.00,M,M,M,M,M,M,M,M,M,M,26.40,KCGF 020145Z 30005KT 10SM OVC021 00/M03 A3022,M
CGF,2024-01-02 02:45,30.20,26.60,86.28,260.00,7.00,0.00,30.21,M,10.00,M,OVC,M,M,M,2300.00,M,M,M,M,M,M,M,M,M,M,22.59,KCGF 020245Z 26007KT 10SM OVC023 M01/M03 A3021,M
CGF,2024-01-02 03:45,30.20,24.80,80.07,280.00,5.00,0.00,30.22,M,10.00,M,OVC,M,M,M,2500.00,M,M,M,M,M,M,M,M,M,M,24.26,KCGF 020345Z 28005KT 10SM OVC025 M01/M04 A3022,M
CGF,2024-01-02 04:55,31.50,25.00,76.60,260.00,4.00,0.00,30.22,M,10.00,M,OVC,M,M,M,2200.00,M,M,M,M,M,M,M,M,M,M,26.84,KCGF 020455Z AUTO 26004KT 10SM OVC022 00/M04 A3022 RMK AO2 T10031038,M
CGF,2024-01-02 05:55,32.50,25.50,75.12,270.00,6.00,0.00,30.21,M,10.00,M,OVC,M,M,M,2200.00,M,M,M,M,M,M,M,M,M,M,26.13,KCGF 020555Z AUTO 27006KT 10SM OVC022 00/M04 A3021 RMK AO2 T00031036 10003 21005,M
CGF,2024-01-02 06:55,32.00,26.40,79.56,240.00,7.00,0.00,30.21,M,10.00,M,OVC,M,M,M,2200.00,M,M,M,M,M,M,M,M,M,M,24.78,KCGF 020655Z AUTO 24007KT 10SM OVC022 00/M03 A3021 RMK AO2 T00011031,M
CGF,2024-01-02 07:55,32.00,26.40,79.56,240.00,9.00,0.00,30.21,M,10.00,M,OVC,M,M,M,2000.00,M,M,M,M,M,M,M,M,M,M,23.51,KCGF 020755Z AUTO 24009KT 10SM OVC020 00/M03 A3021 RMK AO2 T10001031,M
CGF,2024-01-02 08:55,31.50,24.80,75.96,230.00,9.00,0.00,30.21,M,10.00,M,OVC,M,M,M,2200.00,M,M,M,M,M,M,M,M,M,M,22.89,KCGF 020855Z AUTO 23009KT 10SM OVC022 00/M04 A3021 RMK AO2 T10031040,M
CGF,2024-01-02 09:55,31.50,24.80,75.96,240.00,10.00,0.00,30.20,M,10.00,M,OVC,M,M,M,2200.00,M,M,M,M,M,M,M,M,M,M,22.34,KCGF 020955Z AUTO 24010KT 10SM OVC022 00/M04 A3020 RMK AO2 T10031040,M
CGF,2024-01-02 10:55,31.50,24.60,75.33,250.00,10.00,0.00,30.21,M,10.00,15.00,OVC,M,M,M,2200.00,M,M,M,M,M,M,M,M,M,M,22.34,KCGF 021055Z AUTO 25010G15KT 10SM OVC022 00/M04 A3021 RMK AO2 T10031041,M
CGF,2024-01-02 11:45,32.00,24.80,74.44,270.00,11.00,0.00,30.20,M,10.00,M,OVC,M,M,M,2000.00,M,M,M,M,M,M,M,M,M,M,22.47,KCGF 021145Z 27011KT 10SM OVC020 00/M04 A3020,M
CGF,2024-01-02 12:45,30.20,24.80,80.07,250.00,9.00,0.00,30.20,M,10.00,M,OVC,M,M,M,2000.00,M,M,M,M,M,M,M,M,M,M,21.28,KCGF 021245Z 25009KT 10SM OVC020 M01/M04 A3020,M
CGF,2024-01-02 13:45,30.20,24.80,80.07,250.00,11.00,0.00,30.19,M,10.00,M,OVC,M,M,M,2000.00,M,M,M,M,M,M,M,M,M,M,20.19,KCGF 021345Z 25011KT 10SM OVC020 M01/M04 A3019,M
CGF,2024-01-02 14:45,32.00,24.80,74.44,250.00,13.00,0.00,30.19,M,10.00,M,OVC,M,M,M,2000.00,M,M,M,M,M,M,M,M,M,M,21.57,KCGF 021445Z 25013KT 10SM OVC020 00/M04 A3019,M
CGF,2024-01-02 15:45,32.00,26.60,80.22,240.00,10.00,0.00,30.19,M,10.00,M,OVC,M,M,M,2000.00,M,M,M,M,M,M,M,M,M,M,22.97,KCGF 021545Z 24010KT 10SM OVC020 00/M03 A3019,M
CGF,2024-01-02 16:45,32.00,24.80,74.44,230.00,14.00,0.00,30.17,M,10.00,M,OVC,M,M,M,2000.00,M,M,M,M,M,M,M,M,M,M,21.16,KCGF 021645Z 23014KT 10SM OVC020 00/M04 A3017,M
CGF,2024-01-02 17:45,33.80,26.60,74.63,220.00,11.00,0.00,30.14,M,10.00,M,OVC,M,M,M,2200.00,M,M,M,M,M,M,M,M,M,M,24.74,KCGF 021745Z 22011KT 10SM OVC022 01/M03 A3014,M
CGF,2024-01-02 18:45,35.60,26.60,69.46,240.00,11.00,0.00,30.12,M,10.00,M,OVC,M,M,M,2400.00,M,M,M,M,M,M,M,M,M,M,27.02,KCGF 021845Z 24011KT 10SM OVC024 02/M03 A3012,M
CGF,2024-01-02 19:45,33.80,26.60,74.63,240.00,14.00,0.00,30.11,M,10.00,M,OVC,M,M,M,2400.00,M,M,M,M,M,M,M,M,M,M,23.48,KCGF 021945Z 24014KT 10SM OVC024 01/M03 A3011,M
CGF,2024-01-02 20:45,33.80,26.60,74.63,240.00,14.00,0.00,30.11,M,10.00,M,OVC,M,M,M,2400.00,M,M,M,M,M,M,M,M,M,M,23.48,KCGF 022045Z 24014KT 10SM OVC024 01/M03 A3011,M
CGF,2024-01-02 21:45,32.00,24.80,74.44,240.00,12.00,0.00,30.10,M,10.00,20.00,OVC,M,M,M,22200.00,M,M,M,M,M,M,M,M,M,M,22.00,KCGF 022145Z 24012G20KT 10SM OVC0222 00/M04 A3010,M
CGF,2024-01-02 22:45,32.00,24.80,74.44,240.00,11.00,0.00,30.11,M,10.00,M,OVC,M,M,M,2000.00,M,M,M,M,M,M,M,M,M,M,22.47,KCGF 022245Z 24011KT 10SM OVC020 00/M04 A3011,M
CGF,2024-01-02 23:45,32.00,24.80,74.44,240.00,16.00,0.00,30.09,M,10.00,19.00,OVC,M,M,M,2000.00,M,M,M,M,M,M,M,M,M,M,20.42,KCGF 022345Z 24016G19KT 10SM OVC020 00/M04 A3009,M
CGF,2024-01-03 00:45,32.00,24.80,74.44,230.00,14.00,0.00,30.09,M,10.00,19.00,OVC,M,M,M,2000.00,M,M,M,M,M,M,M,M,M,M,21.16,KCGF 030045Z 23014G19KT 10SM OVC020 00/M04 A3009,M
CGF,2024-01-03 01:45,30.20,24.80,80.07,230.00,9.00,0.00,30.08,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,21.28,KCGF 030145Z 23009KT 10SM CLR M01/M04 A3008,M
CGF,2024-01-03 02:45,30.20,24.80,80.07,230.00,8.00,0.00,30.08,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,21.90,KCGF 030245Z 23008KT 10SM CLR M01/M04 A3008,M
CGF,2024-01-03 03:45,30.20,26.60,86.28,240.00,7.00,0.00,30.09,M,10.00,M,OVC,M,M,M,2700.00,M,M,M,M,M,M,M,M,M,M,22.59,KCGF 030345Z 24007KT 10SM OVC027 M01/M03 A3009,M
CGF,2024-01-03 04:55,31.00,26.00,81.48,230.00,8.00,0.00,30.09,M,10.00,M,OVC,M,M,M,2000.00,M,M,M,M,M,M,M,M,M,M,22.88,KCGF 030455Z AUTO 23008KT 10SM OVC020 00/M03 A3009 RMK AO2 T10051034,M
CGF,2024-01-03 05:55,31.30,26.00,80.49,220.00,12.00,0.00,30.07,M,10.00,M,OVC,M,M,M,1800.00,M,M,M,M,M,M,M,M,M,M,21.11,KCGF 030555Z AUTO 22012KT 10SM OVC018 00/M03 A3007 RMK AO2 T10041034 11001 21016,M
CGF,2024-01-03 06:55,31.50,26.00,79.85,230.00,11.00,0.00,30.06,M,10.00,M,OVC,M,M,M,2000.00,M,M,M,M,M,M,M,M,M,M,21.83,KCGF 030655Z AUTO 23011KT 10SM OVC020 00/M03 A3006 RMK AO2 T10031033,M
CGF,2024-01-03 07:55,31.60,26.20,80.19,220.00,6.00,0.00,30.06,M,10.00,M,OVC,M,M,M,1800.00,M,M,M,M,M,M,M,M,M,M,25.05,KCGF 030755Z AUTO 22006KT 10SM OVC018 00/M03 A3006 RMK AO2 T10021032,M
CGF,2024-01-03 08:55,31.60,26.80,82.20,220.00,10.00,0.00,30.05,M,10.00,M,OVC,M,M,M,1600.00,M,M,M,M,M,M,M,M,M,M,22.47,KCGF 030855Z AUTO 22010KT 10SM OVC016 00/M03 A3005 RMK AO2 T10021029,M
CGF,2024-01-03 09:55,31.60,27.30,83.91,220.00,9.00,0.00,30.05,M,10.00,M,OVC,M,M,M,1400.00,M,M,M,M,M,M,M,M,M,M,23.02,KCGF 030955Z AUTO 22009KT 10SM OVC014 00/M03 A3005 RMK AO2 T10021026,M
CGF,2024-01-03 10:55,31.60,28.00,86.36,230.00,8.00,0.00,30.05,M,10.00,M,OVC,M,M,M,1400.00,M,M,M,M,M,M,M,M,M,M,23.62,KCGF 031055Z AUTO 23008KT 10SM OVC014 00/M02 A3005 RMK AO2 T10021022,M
CGF,2024-01-03 11:45,30.20,28.40,92.92,230.00,6.00,0.00,30.03,M,4.00,M,OVC,M,M,M,1000.00,M,M,M,-DZ BR,M,M,M,M,M,M,23.36,KCGF 031145Z 23006KT 4SM -DZ BR OVC010 M01/M02 A3003,M
CGF,2024-01-03 12:45,30.20,30.20,100.00,220.00,8.00,0.00,30.03,M,4.00,M,OVC,M,M,M,800.00,M,M,M,BR,M,M,M,M,M,M,21.90,KCGF 031245Z 22008KT 4SM BR OVC008 M01/M01 A3003,M
CGF,2024-01-03 13:45,30.20,30.20,100.00,210.00,8.00,0.00,30.02,M,4.00,M,OVC,M,M,M,1000.00,M,M,M,BR,M,M,M,M,M,M,21.90,KCGF 031345Z 21008KT 4SM BR OVC010 M01/M01 A3002,M
CGF,2024-01-03 14:45,32.00,30.20,92.97,210.00,8.00,0.00,30.02,M,4.00,M,OVC,M,M,M,1700.00,M,M,M,BR,M,M,M,M,M,M,24.11,KCGF 031445Z 21008KT 4SM BR OVC017 00/M01 A3002,M
CGF,2024-01-03 15:45,32.00,30.20,92.97,220.00,8.00,0.00,30.05,M,5.00,M,OVC,M,M,M,1000.00,M,M,M,BR,M,M,M,M,M,M,24.11,KCGF 031545Z 22008KT 5SM BR OVC010 00/M01 A3005,M
CGF,2024-01-03 16:45,32.00,30.20,92.97,230.00,7.00,0.00,30.03,M,5.00,M,OVC,M,M,M,1000.00,M,M,M,-RA BR,M,M,M,M,M,M,24.78,KCGF 031645Z 23007KT 5SM -RA BR OVC010 00/M01 A3003,M
CGF,2024-01-03 17:45,32.00,28.40,86.39,260.00,12.00,0.00,30.00,M,10.00,M,OVC,M,M,M,1200.00,M,M,M,M,M,M,M,M,M,M,22.00,KCGF 031745Z 26012KT 10SM OVC012 00/M02 A3000,M
CGF,2024-01-03 18:45,33.80,28.40,80.36,280.00,8.00,0.00,29.97,M,10.00,M,OVC,M,M,M,1400.00,M,M,M,M,M,M,M,M,M,M,26.33,KCGF 031845Z 28008KT 10SM OVC014 01/M02 A2997,M
CGF,2024-01-03 19:45,33.80,28.40,80.36,270.00,10.00,0.00,29.96,M,10.00,M,OVC,M,M,M,1400.00,M,M,M,M,M,M,M,M,M,M,25.23,KCGF 031945Z 27010KT 10SM OVC014 01/M02 A2996,M
CGF,2024-01-03 20:45,33.80,28.40,80.36,260.00,10.00,0.00,29.97,M,10.00,M,OVC,M,M,M,1600.00,M,M,M,M,M,M,M,M,M,M,25.23,KCGF 032045Z 26010KT 10SM OVC016 01/M02 A2997,M
CGF,2024-01-03 21:45,33.80,28.40,80.36,260.00,11.00,0.00,30.00,M,10.00,M,OVC,M,M,M,1800.00,M,M,M,M,M,M,M,M,M,M,24.74,KCGF 032145Z 26011KT 10SM OVC018 01/M02 A3000,M
CGF,2024-01-03 22:45,33.80,28.40,80.36,240.00,11.00,0.00,29.99,M,10.00,M,SCT,OVC,M,M,1700.00,2500.00,M,M,M,M,M,M,M,M,M,24.74,KCGF 032245Z 24011KT 10SM SCT017 OVC025 01/M02 A2999,M
CGF,2024-01-03 23:45,32.00,30.20,92.97,250.00,5.00,0.00,29.99,M,10.00,M,BKN,BKN,OVC,M,900.00,1300.00,3200.00,M,M,M,M,M,M,M,M,26.40,KCGF 032345Z 25005KT 10SM BKN009 BKN013 OVC032 00/M01 A2999,M
CGF,2024-01-04 00:45,32.00,30.20,92.97,260.00,9.00,0.00,29.99,M,7.00,M,SCT,OVC,M,M,1100.00,3500.00,M,M,HZ,M,M,M,M,M,M,23.51,KCGF 040045Z 26009KT 7SM HZ SCT011 OVC035 00/M01 A2999,M
CGF,2024-01-04 01:45,32.00,30.20,92.97,290.00,5.00,0.00,29.99,M,10.00,M,SCT,BKN,OVC,M,1500.00,2200.00,3000.00,M,M,M,M,M,M,M,M,26.40,KCGF 040145Z 29005KT 10SM SCT015 BKN022 OVC030 00/M01 A2999,M
CGF,2024-01-04 02:45,33.80,30.20,86.49,260.00,8.00,0.00,30.00,M,10.00,M,OVC,M,M,M,1100.00,M,M,M,M,M,M,M,M,M,M,26.33,KCGF 040245Z 26008KT 10SM OVC011 01/M01 A3000,M
CGF,2024-01-04 03:45,32.00,32.00,100.00,300.00,4.00,0.00,30.01,M,10.00,M,OVC,M,M,M,400.00,M,M,M,M,M,M,M,M,M,M,27.42,KCGF 040345Z 30004KT 10SM OVC004 00/00 A3001,M
CGF,2024-01-04 04:55,32.50,32.00,98.01,240.00,6.00,0.00,30.01,M,7.00,M,SCT,OVC,M,M,700.00,1300.00,M,M,DZ,M,M,M,M,M,M,26.13,KCGF 040455Z AUTO 24006KT 7SM DZ SCT007 OVC013 00/00 A3001 RMK AO2 T00031001,M
CGF,2024-01-04 05:55,33.00,30.70,91.14,310.00,7.00,0.00,30.01,M,3.00,M,SCT,BKN,OVC,M,900.00,1700.00,2700.00,M,-SN BR,M,M,M,M,M,M,26.00,KCGF 040555Z AUTO 31007KT 3SM -SN BR SCT009 BKN017 OVC027 01/M01 A3001 RMK AO2 VIS 2 1/2V4 T00051007 10010 20002,M
CGF,2024-01-04 06:55,33.00,31.00,92.25,360.00,6.00,0.02,30.02,M,10.00,M,OVC,M,M,M,1500.00,M,M,M,M,M,M,M,M,M,M,26.73,KCGF 040655Z AUTO 36006KT 10SM OVC015 01/M01 A3002 RMK AO2 P0002 T00061006,M
CGF,2024-01-04 07:55,32.00,27.00,81.55,330.00,8.00,0.00,30.06,M,10.00,17.00,OVC,M,M,M,1700.00,M,M,M,M,M,M,M,M,M,M,24.11,KCGF 040755Z AUTO 33008G17KT 290V020 10SM OVC017 00/M03 A3006 RMK AO2 T10011027,M
CGF,2024-01-04 08:55,30.70,28.00,89.57,330.00,6.00,0.00,30.08,M,2.50,16.00,BKN,BKN,OVC,M,1000.00,1600.00,2100.00,M,-SN BR,M,M,M,M,M,M,23.96,KCGF 040855Z AUTO 33006G16KT 2 1/2SM -SN BR BKN010 BKN016 OVC021 M01/M02 A3008 RMK AO2 VIS 1V5 T10071022 60002,M
CGF,2024-01-04 09:55,29.70,24.00,79.03,360.00,8.00,0.00,30.10,M,10.00,14.00,OVC,M,M,M,2000.00,M,M,M,-SN,M,M,M,M,M,M,21.28,KCGF 040955Z AUTO 36008G14KT 10SM -SN OVC020 M01/M05 A3010 RMK AO2 T10131045,M
CGF,2024-01-04 10:55,29.00,21.00,71.67,320.00,8.00,0.00,30.13,M,10.00,M,OVC,M,M,M,2400.00,M,M,M,M,M,M,M,M,M,M,20.42,KCGF 041055Z AUTO 32008KT 290V360 10SM OVC024 M02/M06 A3013 RMK AO2 T10161061,M
CGF,2024-01-04 11:45,28.40,23.00,79.92,10.00,13.00,0.00,30.16,M,10.00,18.00,OVC,M,M,M,2100.00,M,M,M,M,M,M,M,M,M,M,16.96,KCGF 041145Z 01013G18KT 10SM OVC021 M02/M05 A3016,M
CGF,2024-01-04 12:45,28.40,23.00,79.92,330.00,9.00,0.00,30.18,M,10.00,18.00,OVC,M,M,M,2500.00,M,M,M,M,M,M,M,M,M,M,19.04,KCGF 041245Z 33009G18KT 10SM OVC025 M02/M05 A3018,M
CGF,2024-01-04 13:45,28.40,21.20,74.08,350.00,7.00,0.00,30.21,M,10.00,17.00,OVC,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,20.39,KCGF 041345Z 35007G17KT 10SM OVC030 M02/M06 A3021,M
CGF,2024-01-04 14:45,28.40,19.40,68.61,340.00,7.00,0.00,30.25,M,10.00,15.00,BKN,OVC,M,M,2600.00,3500.00,M,M,M,M,M,M,M,M,M,20.39,KCGF 041445Z 34007G15KT 10SM BKN026 OVC035 M02/M07 A3025,M
CGF,2024-01-04 15:45,28.40,19.40,68.61,340.00,10.00,0.00,30.26,M,10.00,M,OVC,M,M,M,2800.00,M,M,M,M,M,M,M,M,M,M,18.45,KCGF 041545Z 34010KT 10SM OVC028 M02/M07 A3026,M
CGF,2024-01-04 16:45,28.40,19.40,68.61,350.00,6.00,0.00,30.27,M,10.00,M,OVC,M,M,M,2600.00,M,M,M,M,M,M,M,M,M,M,21.19,KCGF 041645Z 35006KT 10SM OVC026 M02/M07 A3027,M
CGF,2024-01-04 17:45,28.40,19.40,68.61,350.00,6.00,0.00,30.27,M,10.00,M,OVC,M,M,M,2600.00,M,M,M,M,M,M,M,M,M,M,21.19,KCGF 041745Z 35006KT 10SM OVC026 M02/M07 A3027,M
CGF,2024-01-04 18:45,28.40,21.20,74.08,300.00,5.00,0.00,30.28,M,10.00,M,OVC,M,M,M,2200.00,M,M,M,M,M,M,M,M,M,M,22.12,KCGF 041845Z 30005KT 10SM OVC022 M02/M06 A3028,M
CGF,2024-01-04 19:45,28.40,19.40,68.61,330.00,5.00,0.00,30.28,M,10.00,M,OVC,M,M,M,2400.00,M,M,M,M,M,M,M,M,M,M,22.12,KCGF 041945Z 33005KT 10SM OVC024 M02/M07 A3028,M
CGF,2024-01-04 20:45,28.40,19.40,68.61,310.00,7.00,0.00,30.29,M,10.00,M,OVC,M,M,M,2400.00,M,M,M,M,M,M,M,M,M,M,20.39,KCGF 042045Z 31007KT 10SM OVC024 M02/M07 A3029,M
CGF,2024-01-04 21:45,26.60,19.40,73.89,320.00,6.00,0.00,30.31,M,10.00,M,OVC,M,M,M,2400.00,M,M,M,M,M,M,M,M,M,M,19.03,KCGF 042145Z 32006KT 10SM OVC024 M03/M07 A3031,M
CGF,2024-01-04 22:45,26.60,19.40,73.89,0.00,0.00,0.00,30.31,M,10.00,M,OVC,M,M,M,2400.00,M,M,M,M,M,M,M,M,M,M,26.60,KCGF 042245Z 00000KT 10SM OVC024 M03/M07 A3031,M
CGF,2024-01-04 23:45,26.60,19.40,73.89,270.00,6.00,0.00,30.34,M,10.00,M,OVC,M,M,M,2400.00,M,M,M,M,M,M,M,M,M,M,19.03,KCGF 042345Z 27006KT 10SM OVC024 M03/M07 A3034,M
CGF,2024-01-05 00:45,26.60,17.60,68.40,290.00,8.00,0.00,30.34,M,10.00,M,OVC,M,M,M,2600.00,M,M,M,M,M,M,M,M,M,M,17.46,KCGF 050045Z 29008KT 10SM OVC026 M03/M08 A3034,M
CGF,2024-01-05 01:45,26.60,17.60,68.40,250.00,7.00,0.00,30.34,M,10.00,M,OVC,M,M,M,2800.00,M,M,M,M,M,M,M,M,M,M,18.20,KCGF 050145Z 25007KT 10SM OVC028 M03/M08 A3034,M
CGF,2024-01-05 02:45,26.60,17.60,68.40,230.00,7.00,0.00,30.33,M,10.00,M,OVC,M,M,M,2800.00,M,M,M,M,M,M,M,M,M,M,18.20,KCGF 050245Z 23007KT 10SM OVC028 M03/M08 A3033,M
CGF,2024-01-05 03:45,26.60,17.60,68.40,240.00,6.00,0.00,30.34,M,10.00,M,OVC,M,M,M,2600.00,M,M,M,M,M,M,M,M,M,M,19.03,KCGF 050345Z 24006KT 10SM OVC026 M03/M08 A3034,M
